tracking_id,Gene_symbol,PairingNumber
ENSMUSG00000089009,Gm23858,52
ENSMUSG00000087766,Gm23982,53
ENSMUSG00000065219,Snord32a,54
ENSMUSG00000094785,Gm24661,55
ENSMUSG00000089462,Gm23149,56
ENSMUSG00000065876,Gm25682,57
ENSMUSG00000088337,Gm22845,58
ENSMUSG00000077431,Gm22591,59
ENSMUSG00000094815,Gm22615,60
ENSMUSG00000065265,Gm23455,61
ENSMUSG00000064792,Gm24355,62
ENSMUSG00000064477,Gm23404,63
ENSMUSG00000065644,Gm25859,64
ENSMUSG00000064620,Gm22303,65
ENSMUSG00000064511,Gm22459,66
ENSMUSG00000065204,Gm24610,67
ENSMUSG00000065262,Gm23451,68
ENSMUSG00000065248,Gm22293,69
ENSMUSG00000065360,Gm24412,70
ENSMUSG00000064642,Gm23299,71
ENSMUSG00000077517,Gm25876,72
ENSMUSG00000098693,Gm27619,73
ENSMUSG00000064814,Gm23939,74
ENSMUSG00000095111,Gm23713,75
ENSMUSG00000084479,Gm26424,76
ENSMUSG00000093245,Gm50449,77
ENSMUSG00000099135,Gm27607,78
ENSMUSG00000089118,Gm25902,79
ENSMUSG00000093277,Gm26236,80
ENSMUSG00000065226,Gm25791,81
ENSMUSG00000089342,Gm22666,82
ENSMUSG00000064918,Gm22571,83
ENSMUSG00000077394,Gm24339,84
ENSMUSG00000088312,Gm26181,85
ENSMUSG00000065701,Rny1,86
ENSMUSG00000065389,Gm23100,87
ENSMUSG00000088692,Gm23838,88
ENSMUSG00000064880,Gm24201,89
ENSMUSG00000088804,Gm24076,90
ENSMUSG00000092636,Gm26381,91
ENSMUSG00000084480,n-R5s155,92
ENSMUSG00000088342,Gm22340,93
ENSMUSG00000070173,Gm24164,94
ENSMUSG00000098567,Gm27762,95
ENSMUSG00000089081,Gm24002,96
ENSMUSG00000064395,Gm23623,97
ENSMUSG00000093660,Gm26505,98
ENSMUSG00000080540,Gm22711,99
ENSMUSG00000089348,Gm22669,100
ENSMUSG00000075760,Gm25414,101
ENSMUSG00000064982,Gm25259,102
ENSMUSG00000093007,Mir15a,103
ENSMUSG00000088187,Gm50110,104
ENSMUSG00000088208,Gm23751,105
ENSMUSG00000065259,Snora30,106
ENSMUSG00000064581,Gm25133,107
ENSMUSG00000065514,Mir106b,108
ENSMUSG00000065211,Gm26265,109
ENSMUSG00000084604,Gm22205,110
ENSMUSG00000065309,Gm23244,111
ENSMUSG00000096559,Gm23567,112
ENSMUSG00000065191,Gm23458,113
ENSMUSG00000065519,Mir10a,114
ENSMUSG00000088644,Gm26485,115
ENSMUSG00000093443,Gm22871,116
ENSMUSG00000076052,Mir541,117
ENSMUSG00000094561,Ighv1-22,118
ENSMUSG00000095923,Ighv1-37,119
ENSMUSG00000093955,Ighv1-34,120
ENSMUSG00000095416,Ighv1-12,121
ENSMUSG00000094862,Ighv1-56,122
ENSMUSG00000094124,Ighv1-74,123
ENSMUSG00000076710,Ighv1-49,124
ENSMUSG00000095589,Ighv1-55,125
ENSMUSG00000103254,Ighv1-15,126
ENSMUSG00000095127,Ighv1-82,127
ENSMUSG00000094689,Ighv1-81,128
ENSMUSG00000094502,Ighv1-69,129
ENSMUSG00000094694,Ighv1-9,130
ENSMUSG00000096078,Ighv1-62-2,131
ENSMUSG00000095583,Ighv14-2,132
ENSMUSG00000095554,Ighv1-16,133
ENSMUSG00000095200,Ighv1-7,134
ENSMUSG00000095130,Ighv1-39,135
ENSMUSG00000096499,Ighv1-5,136
ENSMUSG00000102888,Ighv1-11,137
ENSMUSG00000093894,Ighv1-53,138
ENSMUSG00000094241,Ighv1-24,139
ENSMUSG00000094509,Ighv14-1,140
ENSMUSG00000094088,Ighv1-64,141
ENSMUSG00000094075,Ighv1-80,142
ENSMUSG00000094051,Ighv1-36,143
ENSMUSG00000095889,Ighv1-58,144
ENSMUSG00000096649,Ighv1-31,145
ENSMUSG00000096577,Ighv1-71,146
ENSMUSG00000096452,Ighv1-77,147
ENSMUSG00000095197,Ighv1-59,148
ENSMUSG00000095519,Ighv1-66,149
ENSMUSG00000094546,Ighv1-26,150
ENSMUSG00000096672,Ighv1-63,151
ENSMUSG00000094198,Ighv1-50,152
ENSMUSG00000076688,Ighv15-2,153
ENSMUSG00000076709,Ighv1-47,154
ENSMUSG00000095863,Ighv1-67,155
ENSMUSG00000094652,Ighv1-42,156
ENSMUSG00000096074,Ighv1-72,157
ENSMUSG00000096767,Ighv1-62-3,158
ENSMUSG00000103290,Ighv1-23,159
ENSMUSG00000095642,Ighv14-3,160
ENSMUSG00000096150,Ighv1-85,161
ENSMUSG00000094940,Ighv1-84,162
ENSMUSG00000095442,Ighv1-4,163
ENSMUSG00000096326,Ighv1-78,164
ENSMUSG00000076695,Ighv1-18,165
ENSMUSG00000095204,Ighv1-52,166
ENSMUSG00000076666,Ighv14-4,167
ENSMUSG00000094087,Ighv1-61,168
ENSMUSG00000094787,Ighv1-54,169
ENSMUSG00000095761,Ighv1-20,170
ENSMUSG00000096410,Ighv1-19,171
ENSMUSG00000093896,Ighv1-76,172
ENSMUSG00000096020,Ighv1-75,173
ENSMUSG00000102313,Ighv1-62-1,174
ENSMUSG00000095859,Ighv1-43,175
ENSMUSG00000065591,Gm22753,176
ENSMUSG00000096030,Gm24424,177
ENSMUSG00000065678,Gm24261,178
ENSMUSG00000089450,Gm24225,179
ENSMUSG00000065371,Gm22739,180
ENSMUSG00000077273,Gm22779,181
ENSMUSG00000088327,Gm25666,182
ENSMUSG00000065591,Gm22753,183
ENSMUSG00000084524,Gm24184,184
ENSMUSG00000065622,Gm24763,185
ENSMUSG00000088942,Gm23260,186
ENSMUSG00000088152,Gm25572,187
ENSMUSG00000084714,Gm24631,188
ENSMUSG00000065176,Rnu12,189
ENSMUSG00000094020,Gm23003,190
ENSMUSG00000088183,Gm22215,191
ENSMUSG00000064876,Gm23378,192
ENSMUSG00000089092,Gm25654,193
ENSMUSG00000077621,Gm23772,194
ENSMUSG00000065095,Gm23679,195
ENSMUSG00000088233,Gm25428,196
ENSMUSG00000089475,Gm25363,197
ENSMUSG00000088804,Gm24076,198
ENSMUSG00000069189,Zdhhc11,199
ENSMUSG00000089545,Gm25838,200
ENSMUSG00000065637,Gm26397,201
ENSMUSG00000099302,Gm27421,202
ENSMUSG00000092912,Gm24086,203
ENSMUSG00000065004,Gm26326,204
ENSMUSG00000077639,Gm22772,205
ENSMUSG00000084543,Gm23184,206
ENSMUSG00000064936,Gm23722,207
ENSMUSG00000084693,Gm24894,208
ENSMUSG00000088406,Gm25883,209
ENSMUSG00000088956,Gm24945,210
ENSMUSG00000065379,Gm22743,211
ENSMUSG00000096563,Gm24095,212
ENSMUSG00000088996,Gm22765,213
ENSMUSG00000093874,Gm24539,214
ENSMUSG00000088966,Gm22088,215
ENSMUSG00000087785,Gm23172,216
ENSMUSG00000065663,Gm22579,217
ENSMUSG00000088280,Gm23584,218
ENSMUSG00000065513,Mir26a-1,219
ENSMUSG00000065439,Mir140,220
ENSMUSG00000080364,Gm25777,221
ENSMUSG00000077207,Gm25609,222
ENSMUSG00000088566,Gm23783,223
ENSMUSG00000099111,Gm27369,224
ENSMUSG00000089452,Gm24223,225
ENSMUSG00000088802,Gm24073,226
ENSMUSG00000065656,Gm23104,227
ENSMUSG00000096182,Gm23308,228
ENSMUSG00000065824,Gm26315,229
ENSMUSG00000064527,Gm26438,230
ENSMUSG00000080545,Gm22713,231
ENSMUSG00000084627,Gm25543,232
ENSMUSG00000098368,Gm27648,233
ENSMUSG00000093875,Gm24538,234
ENSMUSG00000065501,Mir335,235
ENSMUSG00000087842,Gm25622,236
ENSMUSG00000089375,Snord107,237
ENSMUSG00000065798,Gm25518,238
ENSMUSG00000094889,Gm25119,239
ENSMUSG00000089536,Scarna3a,240
ENSMUSG00000088158,Scarna3b,241
ENSMUSG00000088816,Gm22387,242
ENSMUSG00000088146,Gm24718,243
ENSMUSG00000094965,Gm22416,244
ENSMUSG00000065648,Gm25895,245
ENSMUSG00000065676,Snord42b,246
ENSMUSG00000064925,Snora62,247
ENSMUSG00000088721,Gm22212,248
ENSMUSG00000077394,Gm24339,249
ENSMUSG00000093413,Snora15,250
ENSMUSG00000084714,Gm24631,251
ENSMUSG00000104857,Gm26413,252
ENSMUSG00000065808,Gm23037,253
ENSMUSG00000065219,Snord32a,254
ENSMUSG00000084479,Gm26424,255
ENSMUSG00000065743,Gm25008,256
ENSMUSG00000080469,Snord98,257
ENSMUSG00000064512,Gm22456,258
ENSMUSG00000064797,Gm24357,259
ENSMUSG00000064925,Snora62,260
ENSMUSG00000064775,Gm25205,261
ENSMUSG00000077167,Gm24119,262
ENSMUSG00000089399,Gm23312,263
ENSMUSG00000088278,Gm23121,264
ENSMUSG00000065602,Mirlet7f-2,265
ENSMUSG00000077345,Snord70,266
ENSMUSG00000065305,Gm23246,267
ENSMUSG00000064862,Gm25038,268
ENSMUSG00000064837,Snora75,269
ENSMUSG00000089018,Gm25521,270
ENSMUSG00000089296,Gm23205,271
ENSMUSG00000089051,Gm23354,272
ENSMUSG00000064605,Gm22220,273
ENSMUSG00000065242,Gm22294,274
ENSMUSG00000064527,Gm26438,275
ENSMUSG00000077549,Snord71,276
ENSMUSG00000065382,Gm23097,277
ENSMUSG00000064938,Gm50450,278
ENSMUSG00000075903,Gm23941,279
ENSMUSG00000064526,Gm26439,280
ENSMUSG00000093929,Gm23862,281
ENSMUSG00000089342,Gm22666,282
ENSMUSG00000096689,Gm25987,283
ENSMUSG00000084612,n-R5s6,284
ENSMUSG00000077262,n-R5s165,285
ENSMUSG00000065426,Mir134,286
ENSMUSG00000077220,Snord78,287
ENSMUSG00000077681,Gm22496,288
ENSMUSG00000088689,Scarna17,289
ENSMUSG00000089625,Gm25443,290
ENSMUSG00000093929,Gm23862,291
ENSMUSG00000065530,Mir99a,292
ENSMUSG00000064399,Gm23629,293
ENSMUSG00000065295,Gm24134,294
ENSMUSG00000080452,Mir1306,295
ENSMUSG00000094833,Gm25473,296
ENSMUSG00000089541,Gm25834,297
ENSMUSG00000106147,Rnu3a,298
ENSMUSG00000065586,Mir96,299
ENSMUSG00000065344,Gm25581,300
ENSMUSG00000077527,Gm25506,301
ENSMUSG00000084745,Gm25290,302
ENSMUSG00000089189,Gm22943,303
ENSMUSG00000064605,Gm22220,304
ENSMUSG00000065111,Gm25141,305
ENSMUSG00000088490,Gm24400,306
ENSMUSG00000088066,Gm23253,307
ENSMUSG00000089451,Gm24226,308
ENSMUSG00000065859,Gm22351,309
ENSMUSG00000089614,Gm23505,310
ENSMUSG00000089175,Gm22433,311
ENSMUSG00000088254,Gm24289,312
ENSMUSG00000077569,Gm24608,313
ENSMUSG00000080486,Snord100,314
ENSMUSG00000096774,Gm22113,315
ENSMUSG00000084547,Gm24936,316
ENSMUSG00000065587,Mir34c,317
ENSMUSG00000090874,Olfr733,318
ENSMUSG00000091873,Olfr732,319
ENSMUSG00000065508,Mir17,320
ENSMUSG00000096182,Gm23308,321
ENSMUSG00000099135,Gm27607,322
ENSMUSG00000089164,Gm24131,323
ENSMUSG00000064925,Snora62,324
ENSMUSG00000064779,Gm22997,325
ENSMUSG00000065004,Gm26326,326
ENSMUSG00000077639,Gm22772,327
ENSMUSG00000084543,Gm23184,328
ENSMUSG00000064936,Gm23722,329
ENSMUSG00000084693,Gm24894,330
ENSMUSG00000089062,Gm22838,331
ENSMUSG00000084604,Gm22205,332
ENSMUSG00000065105,Gm26130,333
ENSMUSG00000099235,Gm27882,334
ENSMUSG00000064741,Snord14a,335
ENSMUSG00000064966,Snord15b,336
ENSMUSG00000095482,Gm25739,337
ENSMUSG00000064983,Gm25258,338
ENSMUSG00000065548,Mir29c,339
ENSMUSG00000065567,Mir30c-2,340
ENSMUSG00000099117,Gm27404,341
ENSMUSG00000065371,Gm22739,342
ENSMUSG00000084473,Gm25784,343
ENSMUSG00000088637,Gm22316,344
ENSMUSG00000065017,Gm23510,345
ENSMUSG00000084711,Gm24629,346
ENSMUSG00000064397,Gm23624,347
ENSMUSG00000088961,Gm22089,348
ENSMUSG00000065428,Mir382,349
ENSMUSG00000088183,Gm22215,350
ENSMUSG00000064764,Gm23517,351
ENSMUSG00000099135,Gm27607,352
ENSMUSG00000084667,Gm23212,353
ENSMUSG00000084597,Gm22343,354
ENSMUSG00000064721,Gm25855,355
ENSMUSG00000065208,Gm24616,356
ENSMUSG00000099143,Gm27483,357
ENSMUSG00000064604,Snora44,358
ENSMUSG00000084524,Gm24184,359
ENSMUSG00000088059,Mir1949,360
ENSMUSG00000065388,Gm23099,361
ENSMUSG00000064987,Gm25260,362
ENSMUSG00000096005,Gm24863,363
ENSMUSG00000064443,Gm26226,364
ENSMUSG00000065922,n-R5-8s1,365
ENSMUSG00000088595,Gm24601,366
ENSMUSG00000065331,Gm24927,367
ENSMUSG00000088712,Gm22728,368
ENSMUSG00000089516,Gm26290,369
ENSMUSG00000088243,Gm25914,370
ENSMUSG00000065122,Gm26126,371
ENSMUSG00000095140,Gm24388,372
ENSMUSG00000065659,Gm23103,373
ENSMUSG00000065913,Gm24448,374
ENSMUSG00000093905,Gm25023,375
ENSMUSG00000077358,Gm26293,376
ENSMUSG00000093283,Gm22567,377
ENSMUSG00000077239,Snord66,378
ENSMUSG00000096249,Gm24263,379
ENSMUSG00000088086,Gm25341,380
ENSMUSG00000088279,Gm23120,381
ENSMUSG00000088576,Gm24532,382
ENSMUSG00000088291,Gm26412,383
ENSMUSG00000084603,Gm22204,384
ENSMUSG00000089298,Gm24636,385
ENSMUSG00000089382,Gm24675,386
ENSMUSG00000105448,Gm25820,387
ENSMUSG00000099287,Gm27987,388
ENSMUSG00000064925,Snora62,389
ENSMUSG00000077212,Snord69,390
ENSMUSG00000064585,Gm25129,391
ENSMUSG00000084524,Gm24184,392
ENSMUSG00000094473,Gm25935,393
ENSMUSG00000084479,Gm26424,394
ENSMUSG00000076066,Mir223,395
ENSMUSG00000065483,Mir181c,396
ENSMUSG00000089581,Gm23341,397
ENSMUSG00000089498,Gm26359,398
ENSMUSG00000065674,Gm24259,399
ENSMUSG00000089250,Gm25713,400
ENSMUSG00000093283,Gm22567,401
ENSMUSG00000065876,Gm25682,402
ENSMUSG00000087750,Gm23468,403
ENSMUSG00000087825,Gm22279,404
ENSMUSG00000065544,Mir32,405
ENSMUSG00000088031,Gm24990,406
ENSMUSG00000084441,Gm26255,407
ENSMUSG00000088922,Gm24296,408
ENSMUSG00000094312,Gm23242,409
ENSMUSG00000105904,Mir24-1,410
ENSMUSG00000093191,Gm22876,411
ENSMUSG00000089486,Gm24737,412
ENSMUSG00000064945,Rny3,413
ENSMUSG00000080545,Gm22713,414
ENSMUSG00000094494,Rnu6-ps2,415
ENSMUSG00000088719,Gm22733,416
ENSMUSG00000080394,Gm23786,417
ENSMUSG00000105884,Gm22711,418
ENSMUSG00000106163,Gm26047,419
ENSMUSG00000065406,Mirlet7i,420
ENSMUSG00000065424,Mir9-2,421
ENSMUSG00000088442,Gm23553,422
ENSMUSG00000088830,Gm23545,423
ENSMUSG00000084616,Gm25047,424
ENSMUSG00000065592,Mir145a,425
ENSMUSG00000065371,Gm22739,426
ENSMUSG00000092807,Mir199b,427
ENSMUSG00000065608,Mirlet7c-2,428
ENSMUSG00000065231,Gm22972,429
ENSMUSG00000084487,Gm23787,430
ENSMUSG00000099323,Gm28016,431
ENSMUSG00000084524,Gm24184,432
ENSMUSG00000084604,Gm22205,433
ENSMUSG00000087830,Gm22820,434
ENSMUSG00000065497,Mir410,435
ENSMUSG00000084664,Gm23213,436
ENSMUSG00000065734,Snord49a,437
ENSMUSG00000065569,Mir137,438
ENSMUSG00000088403,Gm25888,439
ENSMUSG00000070074,Mir484,440
ENSMUSG00000088908,Gm25433,441
ENSMUSG00000064405,Gm23925,442
ENSMUSG00000077454,Gm25918,443
ENSMUSG00000077597,Gm26017,444
ENSMUSG00000084558,Gm24836,445
ENSMUSG00000096341,Gm22886,446
ENSMUSG00000098978,Gm27545,447
ENSMUSG00000065331,Gm24927,448
ENSMUSG00000093227,Mir1251,449
ENSMUSG00000077928,Mir208b,450
ENSMUSG00000088380,Gm24686,451
ENSMUSG00000065701,Rny1,452
ENSMUSG00000089034,Gm22156,453
ENSMUSG00000065460,Mir133a-2,454
ENSMUSG00000077447,Gm23129,455
ENSMUSG00000094824,Gm23803,456
ENSMUSG00000077204,Gm25610,457
ENSMUSG00000088041,Gm25261,458
ENSMUSG00000096341,Gm22886,459
ENSMUSG00000080342,Gm24589,460
ENSMUSG00000065915,Gm24445,461
ENSMUSG00000094768,Gm25524,462
ENSMUSG00000098535,Gm27869,463
ENSMUSG00000088234,Gm25423,464
ENSMUSG00000096676,Gm24517,465
ENSMUSG00000076387,Mir671,466
ENSMUSG00000078035,Mir293,467
ENSMUSG00000078041,Mir292,468
ENSMUSG00000065828,Gm26317,469
ENSMUSG00000098962,Gm27698,470
ENSMUSG00000087914,Gm24910,471
ENSMUSG00000077506,Scarna9,472
ENSMUSG00000089342,Gm22666,473
ENSMUSG00000088929,Gm24299,474
ENSMUSG00000065526,Mir337,475
ENSMUSG00000095594,Gm24304,476
ENSMUSG00000089168,Gm24128,477
ENSMUSG00000089344,Gm22664,478
ENSMUSG00000065040,Gm24977,479
ENSMUSG00000065795,Gm25513,480
ENSMUSG00000088454,Gm26371,481
ENSMUSG00000088865,Gm23069,482
ENSMUSG00000087904,Gm22036,483
ENSMUSG00000089616,Gm23775,484
ENSMUSG00000088239,Gm25430,485
ENSMUSG00000089265,Gm22888,486
ENSMUSG00000064751,Gm26330,487
ENSMUSG00000095738,Gm25313,488
ENSMUSG00000084454,Gm24592,489
ENSMUSG00000098836,Gm27572,490
ENSMUSG00000088312,Gm26181,491
ENSMUSG00000075829,Gm23692,492
ENSMUSG00000089306,Gm24842,493
ENSMUSG00000089370,Gm22140,494
ENSMUSG00000084740,Gm25294,495
ENSMUSG00000065604,Mir29b-1,496
ENSMUSG00000065645,Gm23875,497
ENSMUSG00000064909,Gm25401,498
ENSMUSG00000088555,Gm22098,499
ENSMUSG00000084501,Gm25319,500
ENSMUSG00000064527,Gm26438,501
ENSMUSG00000088851,Gm24728,502
ENSMUSG00000064665,Gm24460,503
ENSMUSG00000064435,Gm25588,504
ENSMUSG00000065346,Gm25582,505
ENSMUSG00000089072,Gm24500,506
ENSMUSG00000065086,Gm26495,507
ENSMUSG00000088851,Gm24728,508
ENSMUSG00000064665,Gm24460,509
ENSMUSG00000064435,Gm25588,510
ENSMUSG00000065346,Gm25582,511
ENSMUSG00000089072,Gm24500,512
ENSMUSG00000065086,Gm26495,513
ENSMUSG00000065473,Mir19b-2,514
ENSMUSG00000087754,Gm23470,515
ENSMUSG00000089149,Gm22282,516
ENSMUSG00000088405,Gm25886,517
ENSMUSG00000065348,Gm25577,518
ENSMUSG00000064424,Gm22749,519
ENSMUSG00000065936,Gm25628,520
ENSMUSG00000089431,Gm23196,521
ENSMUSG00000098665,Gm27587,522
ENSMUSG00000064725,Snord96a,523
ENSMUSG00000084500,Gm25320,524
ENSMUSG00000084479,Gm26424,525
ENSMUSG00000076288,Mir301b,526
ENSMUSG00000088210,Gm22084,527
ENSMUSG00000065381,Gm23096,528
ENSMUSG00000088705,Gm25549,529
ENSMUSG00000098940,Gm27639,530
ENSMUSG00000064940,Gm23239,531
ENSMUSG00000065718,Gm25650,532
ENSMUSG00000065482,Mir302c,533
ENSMUSG00000065878,Snord34,534
ENSMUSG00000093929,Gm23862,535
ENSMUSG00000084582,Gm25178,536
ENSMUSG00000088474,Gm23085,537
ENSMUSG00000084479,Gm26424,538
ENSMUSG00000088732,Gm23894,539
ENSMUSG00000084746,Gm25292,540
ENSMUSG00000089084,Gm24005,541
ENSMUSG00000080616,Gm22152,542
ENSMUSG00000065619,Mir183,543
ENSMUSG00000065202,Gm24615,544
ENSMUSG00000064382,Gm26447,545
ENSMUSG00000064542,Gm22980,546
ENSMUSG00000065507,Mir204,547
ENSMUSG00000093178,Snord87,548
ENSMUSG00000095504,Gm22446,549
ENSMUSG00000095652,n-R5s123,550
ENSMUSG00000087938,Gm26049,551
ENSMUSG00000088218,Gm22078,552
ENSMUSG00000077426,Gm26387,553
ENSMUSG00000077394,Gm24339,554
ENSMUSG00000088442,Gm23553,555
ENSMUSG00000065259,Snora30,556
ENSMUSG00000064581,Gm25133,557
ENSMUSG00000076251,Mir501,558
ENSMUSG00000084711,Gm24629,559
ENSMUSG00000098628,Gm27976,560
ENSMUSG00000088928,Gm25898,561
ENSMUSG00000064634,Gm22620,562
ENSMUSG00000093929,Gm23862,563
ENSMUSG00000084632,Gm23887,564
ENSMUSG00000084669,Gm23206,565
ENSMUSG00000070126,Mir199a-2,566
ENSMUSG00000065658,Gm23102,567
ENSMUSG00000084652,Gm22717,568
ENSMUSG00000096022,Gm23421,569
ENSMUSG00000065649,Snora74a,570
ENSMUSG00000065458,Mir181b-1,571
ENSMUSG00000092713,Gm22858,572
ENSMUSG00000064440,Gm26224,573
ENSMUSG00000094013,Gm25829,574
ENSMUSG00000089271,Gm24552,575
ENSMUSG00000089057,Gm23349,576
ENSMUSG00000070182,Gm24817,577
ENSMUSG00000084591,Gm22344,578
ENSMUSG00000084604,Gm22205,579
ENSMUSG00000065403,Mir18,580
ENSMUSG00000088308,Gm24507,581
ENSMUSG00000065295,Gm24134,582
ENSMUSG00000065847,Gm25188,583
ENSMUSG00000064471,Gm23406,584
ENSMUSG00000064811,Gm22358,585
ENSMUSG00000099232,Gm27884,586
ENSMUSG00000096249,Gm24263,587
ENSMUSG00000098373,Gm27679,588
ENSMUSG00000098393,Gm28000,589
ENSMUSG00000099208,Gm27940,590
ENSMUSG00000096249,Gm24263,591
ENSMUSG00000077506,Scarna9,592
ENSMUSG00000105196,Mir142,593
ENSMUSG00000065420,Mir142b,594
ENSMUSG00000089434,Gm23197,595
ENSMUSG00000065870,Rnu3a,596
ENSMUSG00000065611,Mir23a,597
ENSMUSG00000084441,Gm26255,598
ENSMUSG00000089306,Gm24842,599
ENSMUSG00000094400,Gm23140,600
ENSMUSG00000065701,Rny1,601
ENSMUSG00000064487,Gm23736,602
ENSMUSG00000064545,Gm22981,603
ENSMUSG00000065749,AF357428,604
ENSMUSG00000064720,Gm25856,605
ENSMUSG00000065022,AF357341,606
ENSMUSG00000084591,Gm22344,607
ENSMUSG00000093992,Gm26427,608
ENSMUSG00000094201,Gm25064,609
ENSMUSG00000098373,Gm27679,610
ENSMUSG00000098393,Gm28000,611
ENSMUSG00000099208,Gm27940,612
ENSMUSG00000065465,Mir33,613
ENSMUSG00000087937,Gm26046,614
ENSMUSG00000088854,Gm24725,615
ENSMUSG00000088378,Gm25184,616
ENSMUSG00000088171,Gm25220,617
ENSMUSG00000095676,Gm25099,618
ENSMUSG00000094405,Gm23143,619
ENSMUSG00000064630,Gm25143,620
ENSMUSG00000099209,Gm27941,621
ENSMUSG00000089287,Gm22944,622
ENSMUSG00000093277,Gm26236,623
ENSMUSG00000065226,Gm25791,624
ENSMUSG00000065145,Vaultrc5,625
ENSMUSG00000064905,Gm25403,626
ENSMUSG00000065201,Gm24612,627
ENSMUSG00000065011,Gm23506,628
ENSMUSG00000065518,Mir423,629
ENSMUSG00000098503,Gm27937,630
ENSMUSG00000064394,Gm23622,631
ENSMUSG00000088156,Gm26350,632
ENSMUSG00000088674,Gm22803,633
ENSMUSG00000087817,Gm22492,634
ENSMUSG00000064926,Gm22044,635
ENSMUSG00000065312,Gm26063,636
ENSMUSG00000089287,Gm22944,637
ENSMUSG00000089247,Gm24051,638
ENSMUSG00000080463,Gm22489,639
ENSMUSG00000065042,Gm24043,640
ENSMUSG00000096766,Gm23793,641
ENSMUSG00000070263,Gm22365,642
ENSMUSG00000064717,Gm24208,643
ENSMUSG00000064899,Snord118,644
ENSMUSG00000088108,Snora47,645
ENSMUSG00000084479,Gm26424,646
ENSMUSG00000092746,Rn7s6,647
ENSMUSG00000088151,Gm26347,648
ENSMUSG00000088802,Gm24073,649
ENSMUSG00000089170,Gm22431,650
ENSMUSG00000099252,Gm27265,651
ENSMUSG00000088086,Gm25341,652
ENSMUSG00000088279,Gm23120,653
ENSMUSG00000088576,Gm24532,654
ENSMUSG00000065158,Gm25483,655
ENSMUSG00000084734,Gm25804,656
ENSMUSG00000099219,Gm27680,657
ENSMUSG00000096451,Gm22645,658
ENSMUSG00000076067,Mir592,659
ENSMUSG00000064613,Gm24621,660
ENSMUSG00000065746,Gm25005,661
ENSMUSG00000088819,Gm22388,662
ENSMUSG00000088361,Gm23499,663
ENSMUSG00000087915,Gm24909,664
ENSMUSG00000088331,Gm22846,665
ENSMUSG00000089050,Gm23353,666
ENSMUSG00000099135,Gm27607,667
ENSMUSG00000065490,Mir30c-1,668
ENSMUSG00000099053,Gm27792,669
ENSMUSG00000084451,Gm24594,670
ENSMUSG00000065412,Mir29b-2,671
ENSMUSG00000088758,Gm24898,672
ENSMUSG00000065574,Mir203,673
ENSMUSG00000064791,Snord14e,674
ENSMUSG00000096731,Gm24316,675
ENSMUSG00000084629,Gm25112,676
ENSMUSG00000092680,Snord55,677
ENSMUSG00000088437,Gm24198,678
ENSMUSG00000065701,Rny1,679
ENSMUSG00000093112,Gm22701,680
ENSMUSG00000093277,Gm26236,681
ENSMUSG00000065226,Gm25791,682
ENSMUSG00000064823,Snord82,683
ENSMUSG00000065565,Mir181a-1,684
ENSMUSG00000065500,Mir10b,685
ENSMUSG00000084711,Gm24629,686
ENSMUSG00000065492,Mir34b,687
ENSMUSG00000065579,Mir425,688
ENSMUSG00000064527,Gm26438,689
ENSMUSG00000092710,Gm22857,690
